Delivery Date,Hour Ending,Repeated Hour Flag,REGDN,REGUP,RRS,NSPIN
10/8/14,10:00,N,5.65,7.30,7.75,7.00
10/8/14,11:00,N,5.82,5.50,7.03,0.97
10/8/14,12:00,N,14.11,6.76,8.80,0.97
10/8/14,13:00,N,4.00,7.95,11.06,0.97
10/8/14,14:00,N,9.09,8.80,17.49,0.97
10/8/14,15:00,N,4.24,21.70,29.04,27.54
10/8/14,16:00,N,4.00,44.51,52.39,57.42
10/8/14,17:00,N,4.00,57.97,64.62,71.64
10/8/14,18:00,N,7.47,24.89,28.71,31.55
10/8/14,19:00,N,8.31,12.18,16.71,22.23
10/8/14,20:00,N,10.00,12.42,15.01,14.56
10/8/14,21:00,N,6.00,8.58,10.47,8.47
10/8/14,22:00,N,10.11,6.89,7.49,5.69
10/8/14,23:00,N,8.11,5.21,5.37,4.01
10/8/14,24:00:00,N,7.00,4.79,5.00,3.59
10/9/14,1:00,N,8.11,5.00,5.00,2.00
10/9/14,2:00,N,2.75,4.50,3.50,1.50
10/9/14,3:00,N,3.14,3.00,3.39,1.50
10/9/14,4:00,N,2.11,3.00,3.00,1.50
10/9/14,5:00,N,1.51,3.00,3.39,1.97
10/9/14,6:00,N,10.00,5.00,4.00,2.00
10/9/14,7:00,N,6.05,6.39,4.64,2.64
10/9/14,8:00,N,4.79,4.21,4.21,2.59
10/9/14,9:00,N,12.64,5.29,5.29,3.34
10/9/14,10:00,N,6.15,4.52,6.22,4.22
10/9/14,11:00,N,5.74,3.58,6.58,1.00
10/9/14,12:00,N,14.11,7.60,11.23,1.00
10/9/14,13:00,N,4.00,9.17,12.80,1.00
10/9/14,14:00,N,10.00,9.36,16.36,1.00
10/9/14,15:00,N,5.75,20.07,27.30,25.92
10/9/14,16:00,N,4.00,44.80,50.43,49.93
10/9/14,17:00,N,4.39,57.04,64.04,63.03
10/9/14,18:00,N,10.00,19.06,26.10,24.60
10/9/14,19:00,N,10.00,10.56,15.69,15.48
10/9/14,20:00,N,10.00,14.35,14.95,14.35
10/9/14,21:00,N,6.00,8.73,12.35,8.35
10/9/14,22:00,N,10.00,6.36,8.77,5.10
10/9/14,23:00,N,14.11,4.01,5.00,2.81
10/9/14,24:00:00,N,7.39,4.01,4.66,2.81
10/10/14,1:00,N,9.11,6.62,6.62,2.59
10/10/14,2:00,N,3.19,4.00,4.00,2.59
10/10/14,3:00,N,3.44,3.00,4.00,2.59
10/10/14,4:00,N,2.11,3.00,4.00,2.59
10/10/14,5:00,N,1.50,3.00,4.00,2.59
10/10/14,6:00,N,10.00,8.42,7.42,2.59
10/10/14,7:00,N,7.11,9.66,8.60,4.22
10/10/14,8:00,N,6.85,5.67,7.21,4.10
10/10/14,9:00,N,8.89,5.66,5.66,4.25
10/10/14,10:00,N,8.57,5.46,7.46,4.46
10/10/14,11:00,N,10.80,5.70,8.70,1.00
10/10/14,12:00,N,11.48,8.21,11.21,1.00
10/10/14,13:00,N,5.00,8.77,15.67,1.00
10/10/14,14:00,N,8.11,11.69,23.04,1.00
10/10/14,15:00,N,6.62,22.01,31.88,22.01
10/10/14,16:00,N,4.00,44.55,56.35,48.73
10/10/14,17:00,N,4.00,51.70,61.31,53.31
10/10/14,18:00,N,14.11,20.18,32.12,22.12
10/10/14,19:00,N,10.00,10.76,17.85,15.03
10/10/14,20:00,N,9.15,14.78,14.86,13.28
10/10/14,21:00,N,5.00,10.80,13.61,9.80
10/10/14,22:00,N,7.08,8.63,10.00,7.88
10/10/14,23:00,N,9.69,4.52,8.02,4.22
10/10/14,24:00:00,N,6.82,5.01,6.93,4.26
10/11/14,1:00,N,7.22,10.83,25.10,8.91
10/11/14,2:00,N,7.47,4.17,11.42,2.61
10/11/14,3:00,N,8.28,3.00,9.84,2.61
10/11/14,4:00,N,4.83,3.00,7.77,2.61
10/11/14,5:00,N,3.12,3.00,7.39,2.61
10/11/14,6:00,N,11.93,8.61,12.35,2.61
10/11/14,7:00,N,8.90,10.00,10.00,2.61
10/11/14,8:00,N,8.46,5.23,8.76,4.14
10/11/14,9:00,N,8.85,6.75,9.72,4.22
10/11/14,10:00,N,7.57,7.98,11.95,7.68
10/11/14,11:00,N,7.00,6.27,10.18,1.00
10/11/14,12:00,N,25.25,10.27,13.69,0.97
10/11/14,13:00,N,4.00,11.31,15.06,0.97
10/11/14,14:00,N,9.76,12.66,17.22,0.97
10/11/14,15:00,N,4.00,19.18,27.87,23.00
10/11/14,16:00,N,4.00,16.10,27.42,23.00
10/11/14,17:00,N,4.00,26.03,41.88,35.64
10/11/14,18:00,N,14.35,13.29,21.21,14.22
10/11/14,19:00,N,10.00,12.61,18.43,12.61
10/11/14,20:00,N,8.61,17.18,21.08,17.18
10/11/14,21:00,N,9.79,9.77,15.25,8.58
10/11/14,22:00,N,25.25,7.42,10.73,3.80
10/11/14,23:00,N,25.25,6.00,14.06,5.70
10/11/14,24:00:00,N,8.11,5.50,8.50,4.22
10/12/14,1:00,N,6.22,4.10,10.03,2.59
10/12/14,2:00,N,4.01,3.00,9.68,2.59
10/12/14,3:00,N,4.05,2.66,7.11,2.59
10/12/14,4:00,N,3.11,2.61,6.56,2.59
10/12/14,5:00,N,2.61,2.61,6.56,2.59
10/12/14,6:00,N,10.12,4.64,7.11,2.59
10/12/14,7:00,N,8.61,10.28,15.28,3.82
10/12/14,8:00,N,6.41,4.29,15.19,2.61
10/12/14,9:00,N,7.53,12.04,17.04,3.23
10/12/14,10:00,N,8.12,6.34,10.31,4.22
10/12/14,11:00,N,6.54,7.79,11.70,1.00
10/12/14,12:00,N,10.00,6.37,10.72,1.00
10/12/14,13:00,N,4.00,6.35,14.35,1.00
10/12/14,14:00,N,8.11,8.11,14.06,1.00
10/12/14,15:00,N,4.00,13.60,19.38,12.61
10/12/14,16:00,N,4.00,17.25,22.75,17.25
10/12/14,17:00,N,4.00,25.01,29.76,20.01
10/12/14,18:00,N,6.01,20.69,24.69,18.94
10/12/14,19:00,N,6.20,17.56,21.56,15.56
10/12/14,20:00,N,8.61,17.07,21.56,16.58
10/12/14,21:00,N,8.11,7.67,12.76,6.47
10/12/14,22:00,N,14.61,5.42,8.84,4.22
10/12/14,23:00,N,14.64,7.59,11.04,7.29
10/12/14,24:00:00,N,8.04,5.78,11.02,4.22
10/13/14,1:00,N,8.86,6.30,13.22,6.00
10/13/14,2:00,N,7.83,4.52,8.82,4.22
10/13/14,3:00,N,8.61,4.00,7.95,4.02
10/13/14,4:00,N,5.00,3.00,7.16,2.74
10/13/14,5:00,N,3.18,3.88,7.46,3.88
10/13/14,6:00,N,9.43,8.21,9.94,6.00
10/13/14,7:00,N,7.17,8.77,11.65,8.47
10/13/14,8:00,N,6.25,5.53,9.06,7.65
10/13/14,9:00,N,8.16,6.25,10.12,6.00
10/13/14,10:00,N,7.62,5.48,9.45,5.18
10/13/14,11:00,N,7.33,7.36,11.27,1.00
10/13/14,12:00,N,14.61,5.70,10.56,1.00
10/13/14,13:00,N,4.56,7.63,13.84,1.00
10/13/14,14:00,N,6.00,8.18,17.77,1.00
10/13/14,15:00,N,4.00,12.18,24.00,12.00
10/13/14,16:00,N,4.00,12.68,26.05,17.09
10/13/14,17:00,N,4.00,16.80,26.39,17.89
10/13/14,18:00,N,9.11,8.83,17.44,13.44
10/13/14,19:00,N,11.64,7.07,14.31,5.17
10/13/14,20:00,N,9.11,11.74,16.02,5.96
10/13/14,21:00,N,9.51,5.99,10.81,4.22
10/13/14,22:00,N,15.81,4.04,8.42,2.84
10/13/14,23:00,N,17.09,3.81,8.76,2.61
10/13/14,24:00:00,N,8.85,3.79,8.76,2.59
10/14/14,1:00,N,8.00,3.29,6.70,2.59
10/14/14,2:00,N,5.08,3.00,4.64,2.59
10/14/14,3:00,N,5.65,3.00,4.25,2.59
10/14/14,4:00,N,3.56,2.50,4.25,2.59
10/14/14,5:00,N,2.11,3.00,5.00,2.59
10/14/14,6:00,N,9.00,5.54,7.76,2.59
10/14/14,7:00,N,6.29,5.22,8.86,2.61
10/14/14,8:00,N,5.95,3.00,6.77,2.61
10/14/14,9:00,N,7.48,3.98,7.94,2.61
10/14/14,10:00,N,7.05,4.16,8.20,3.32
10/14/14,11:00,N,7.22,4.43,8.52,1.00
10/14/14,12:00,N,12.50,6.00,10.43,1.00
10/14/14,13:00,N,4.00,7.57,12.00,1.00
10/14/14,14:00,N,5.75,6.95,14.70,1.00
10/14/14,15:00,N,4.00,13.15,22.00,11.15
10/14/14,16:00,N,4.00,13.57,22.00,11.07
10/14/14,17:00,N,5.00,18.00,26.28,15.00
10/14/14,18:00,N,15.00,12.05,20.32,10.06
10/14/14,19:00,N,10.00,13.74,19.70,10.74
10/14/14,20:00,N,8.61,17.39,21.48,14.60
10/14/14,21:00,N,8.00,10.88,15.76,9.28
10/14/14,22:00,N,10.31,6.64,10.81,4.22
10/14/14,23:00,N,13.79,3.79,7.00,2.59
10/14/14,24:00:00,N,7.92,3.50,6.50,2.59
10/15/14,1:00,N,8.61,4.00,11.21,2.59
10/15/14,2:00,N,6.51,3.00,6.00,2.59
10/15/14,3:00,N,7.28,3.00,6.00,2.59
10/15/14,4:00,N,4.58,2.50,6.00,2.59
10/15/14,5:00,N,2.61,3.00,6.00,2.59
10/15/14,6:00,N,8.52,6.00,9.00,2.59
10/15/14,7:00,N,5.00,5.77,11.00,2.61
10/15/14,8:00,N,5.75,3.00,10.87,2.61
10/15/14,9:00,N,6.46,3.93,11.00,2.61
10/15/14,10:00,N,6.40,3.59,10.66,2.59
10/15/14,11:00,N,5.89,4.35,17.82,1.00
10/15/14,12:00,N,14.61,5.24,19.10,1.00
10/15/14,13:00,N,4.00,5.72,18.30,1.00
10/15/14,14:00,N,8.00,6.00,21.14,1.00
10/15/14,15:00,N,4.22,16.82,37.00,14.82
10/15/14,16:00,N,4.00,22.50,47.24,20.00
10/15/14,17:00,N,4.18,27.38,56.62,23.00
10/15/14,18:00,N,10.00,10.50,28.12,10.50
10/15/14,19:00,N,8.61,8.92,22.14,7.42
10/15/14,20:00,N,8.00,12.03,20.36,7.80
10/15/14,21:00,N,8.00,6.31,14.97,5.31
10/15/14,22:00,N,11.83,4.12,16.36,2.92
10/15/14,23:00,N,11.37,3.11,8.61,2.59
10/15/14,24:00:00,N,8.27,2.61,8.95,2.59
10/16/14,1:00,N,8.61,8.61,13.46,2.59
10/16/14,2:00,N,7.80,5.81,10.81,2.59
10/16/14,3:00,N,8.00,3.00,8.00,2.10
10/16/14,4:00,N,5.00,3.00,8.00,2.10
10/16/14,5:00,N,4.83,3.00,8.14,2.10
10/16/14,6:00,N,9.11,12.44,12.49,2.10
10/16/14,7:00,N,7.10,4.00,8.56,2.59
10/16/14,8:00,N,5.75,3.77,9.78,2.59
10/16/14,9:00,N,7.15,4.52,10.42,2.59
10/16/14,10:00,N,6.56,4.25,12.00,2.59
10/16/14,11:00,N,7.14,3.88,12.00,0.97
10/16/14,12:00,N,11.20,4.33,13.68,0.97
10/16/14,13:00,N,4.67,5.32,13.38,0.97
10/16/14,14:00,N,7.95,6.00,15.00,0.97
10/16/14,15:00,N,4.00,14.15,27.97,15.22
10/16/14,16:00,N,4.00,22.61,38.81,20.11
10/16/14,17:00,N,4.00,34.35,51.00,34.35
10/16/14,18:00,N,10.00,14.82,25.00,15.58
10/16/14,19:00,N,7.19,14.40,23.00,14.40
10/16/14,20:00,N,8.00,14.24,18.67,9.24
10/16/14,21:00,N,7.49,6.22,13.90,5.22
10/16/14,22:00,N,8.61,4.09,11.33,2.89
10/16/14,23:00,N,9.15,3.49,7.00,2.29
10/16/14,24:00:00,N,8.81,3.49,7.00,2.29
10/17/14,1:00,N,8.61,4.26,8.56,2.10
10/17/14,2:00,N,8.00,3.00,6.01,2.10
10/17/14,3:00,N,8.00,2.50,5.50,1.84
10/17/14,4:00,N,5.00,2.50,5.50,2.00
10/17/14,5:00,N,3.46,2.61,5.50,2.00
10/17/14,6:00,N,9.03,5.39,7.50,2.00
10/17/14,7:00,N,6.98,3.80,7.53,2.10
10/17/14,8:00,N,5.55,3.00,6.87,2.10
10/17/14,9:00,N,6.54,4.02,8.08,2.10
10/17/14,10:00,N,6.10,4.33,9.00,2.59
10/17/14,11:00,N,5.44,4.90,10.26,0.82
10/17/14,12:00,N,9.83,3.84,9.41,0.82
10/17/14,13:00,N,4.00,5.00,10.00,0.82
10/17/14,14:00,N,6.00,9.11,15.00,0.82
10/17/14,15:00,N,4.00,20.00,26.55,15.00
10/17/14,16:00,N,4.00,39.44,46.85,20.00
10/17/14,17:00,N,4.00,44.00,51.00,35.00
10/17/14,18:00,N,10.00,15.79,23.29,12.29
10/17/14,19:00,N,6.31,9.21,14.21,6.21
10/17/14,20:00,N,6.86,14.88,16.65,7.88
10/17/14,21:00,N,6.93,4.35,11.95,3.60
10/17/14,22:00,N,10.04,3.70,12.30,2.29
10/17/14,23:00,N,25.00,3.93,11.00,2.22
10/17/14,24:00:00,N,13.61,3.84,9.00,2.59
10/18/14,1:00,N,7.17,5.14,9.50,2.00
10/18/14,2:00,N,6.08,3.00,8.00,2.00
10/18/14,3:00,N,6.52,2.50,7.50,2.00
10/18/14,4:00,N,7.56,2.00,7.50,2.00
10/18/14,5:00,N,6.85,2.50,7.50,1.85
10/18/14,6:00,N,11.45,5.00,7.50,1.75
10/18/14,7:00,N,9.00,4.00,6.52,1.59
10/18/14,8:00,N,7.88,2.12,7.50,1.61
10/18/14,9:00,N,8.14,3.21,8.50,2.10
10/18/14,10:00,N,7.12,3.88,9.50,2.10
10/18/14,11:00,N,6.71,4.54,11.00,0.97
10/18/14,12:00,N,9.00,5.99,10.95,0.97
10/18/14,13:00,N,4.00,7.96,12.01,0.97
10/18/14,14:00,N,8.11,8.00,14.79,0.97
10/18/14,15:00,N,4.00,16.92,24.00,15.92
10/18/14,16:00,N,4.00,32.01,38.50,18.00
10/18/14,17:00,N,4.00,37.58,43.71,23.00
10/18/14,18:00,N,10.00,21.00,25.07,18.00
10/18/14,19:00,N,8.00,9.66,16.00,9.16
10/18/14,20:00,N,8.00,11.98,16.03,10.48
10/18/14,21:00,N,8.00,4.49,12.00,3.29
10/18/14,22:00,N,8.00,5.47,14.25,1.50
10/18/14,23:00,N,8.61,4.10,11.00,2.00
10/18/14,24:00:00,N,8.00,3.93,32.75,1.57
10/19/14,1:00,N,6.00,5.32,12.11,2.10
10/19/14,2:00,N,8.91,3.00,9.67,2.10
10/19/14,3:00,N,8.61,3.00,8.50,2.10
10/19/14,4:00,N,6.30,2.00,7.50,2.10
10/19/14,5:00,N,6.44,2.50,7.11,2.10
10/19/14,6:00,N,11.27,5.00,7.78,2.10
10/19/14,7:00,N,9.11,4.00,7.50,2.10
10/19/14,8:00,N,9.00,2.00,7.20,2.10
10/19/14,9:00,N,8.64,3.00,7.50,2.10
10/19/14,10:00,N,8.61,3.00,9.50,2.10
10/19/14,11:00,N,6.00,5.88,12.00,0.97
10/19/14,12:00,N,14.11,4.83,11.98,0.97
10/19/14,13:00,N,4.90,5.09,13.00,0.97
10/19/14,14:00,N,9.00,4.41,13.49,0.97
10/19/14,15:00,N,4.00,12.01,19.42,12.00
10/19/14,16:00,N,4.00,18.83,30.33,17.33
10/19/14,17:00,N,4.00,32.32,42.48,23.00
10/19/14,18:00,N,10.00,15.38,22.36,13.63
10/19/14,19:00,N,8.61,9.65,16.28,9.15
10/19/14,20:00,N,8.00,18.85,21.97,17.00
10/19/14,21:00,N,8.00,6.18,12.64,4.98
10/19/14,22:00,N,8.61,6.01,11.46,1.50
10/19/14,23:00,N,12.94,3.78,10.25,2.07
10/19/14,24:00:00,N,13.87,3.00,11.00,1.50
10/20/14,1:00,N,10.01,4.50,9.50,2.61
10/20/14,2:00,N,9.00,3.00,7.50,2.61
10/20/14,3:00,N,11.15,2.61,8.50,2.59
10/20/14,4:00,N,8.61,2.11,7.50,2.59
10/20/14,5:00,N,6.00,2.61,7.50,2.61
10/20/14,6:00,N,9.30,6.86,30.00,2.61
10/20/14,7:00,N,5.75,7.00,13.13,2.59
10/20/14,8:00,N,4.48,3.00,13.55,2.59
10/20/14,9:00,N,6.00,4.22,15.38,2.59
10/20/14,10:00,N,7.28,4.40,17.70,2.60
10/20/14,11:00,N,6.00,5.31,18.88,1.00
10/20/14,12:00,N,10.00,8.25,14.68,1.00
10/20/14,13:00,N,4.00,10.24,17.60,1.00
10/20/14,14:00,N,8.11,12.11,20.69,1.00
10/20/14,15:00,N,4.00,18.74,25.84,18.00
10/20/14,16:00,N,4.00,44.15,51.33,39.35
10/20/14,17:00,N,4.00,62.20,69.20,55.00
10/20/14,18:00,N,10.00,18.00,24.53,18.00
10/20/14,19:00,N,8.11,16.49,21.45,13.49
10/20/14,20:00,N,8.11,24.00,26.27,17.00
10/20/14,21:00,N,8.00,15.53,19.57,14.53
10/20/14,22:00,N,13.01,4.62,16.66,2.82
10/20/14,23:00,N,12.34,4.39,12.69,2.59
10/20/14,24:00:00,N,8.61,4.39,12.57,2.59
10/21/14,1:00,N,9.00,4.00,9.00,2.59
10/21/14,2:00,N,9.00,3.00,7.50,2.59
10/21/14,3:00,N,9.00,2.50,7.48,2.59
10/21/14,4:00,N,8.62,2.00,7.11,2.61
10/21/14,5:00,N,7.50,2.50,7.11,2.61
10/21/14,6:00,N,9.52,5.00,9.20,2.71
10/21/14,7:00,N,8.11,10.39,11.50,10.09
10/21/14,8:00,N,5.90,5.89,11.53,5.59
10/21/14,9:00,N,8.61,6.34,12.00,10.57
10/21/14,10:00,N,8.61,7.22,11.26,6.22
10/21/14,11:00,N,7.14,7.87,11.00,1.10
10/21/14,12:00,N,10.00,10.46,13.46,1.10
10/21/14,13:00,N,4.00,8.11,14.01,1.00
10/21/14,14:00,N,8.31,8.97,18.04,1.00
10/21/14,15:00,N,4.00,15.52,21.14,27.19
10/21/14,16:00,N,4.00,25.37,35.30,60.86
10/21/14,17:00,N,4.00,32.49,40.71,70.55
10/21/14,18:00,N,10.00,13.70,20.50,21.55
10/21/14,19:00,N,8.14,12.16,18.38,15.71
10/21/14,20:00,N,8.00,17.84,20.73,17.84
10/21/14,21:00,N,8.00,9.44,15.00,13.50
10/21/14,22:00,N,9.11,6.62,12.00,5.28
10/21/14,23:00,N,33.00,4.39,10.00,2.59
10/21/14,24:00:00,N,26.23,3.64,7.49,2.59
10/22/14,1:00,N,10.14,3.00,7.00,2.59
10/22/14,2:00,N,8.58,3.00,5.75,2.59
10/22/14,3:00,N,9.44,2.61,5.75,2.59
10/22/14,4:00,N,8.00,2.11,5.75,2.61
10/22/14,5:00,N,6.20,2.61,5.51,2.61
10/22/14,6:00,N,10.69,5.17,8.50,2.61
10/22/14,7:00,N,8.00,6.31,11.31,4.39
10/22/14,8:00,N,5.75,5.15,10.50,9.09
10/22/14,9:00,N,8.00,4.52,10.50,4.22
10/22/14,10:00,N,8.61,4.97,11.50,3.97
10/22/14,11:00,N,8.61,5.98,12.37,1.00
10/22/14,12:00,N,10.00,6.06,12.00,1.00
10/22/14,13:00,N,4.00,11.10,14.98,1.00
10/22/14,14:00,N,9.43,13.30,18.05,1.00
10/22/14,15:00,N,8.11,19.41,21.43,20.02
10/22/14,16:00,N,5.75,28.81,30.22,28.81
10/22/14,17:00,N,8.31,37.37,40.83,40.36
10/22/14,18:00,N,15.11,15.01,19.84,19.84
10/22/14,19:00,N,10.00,20.21,20.38,18.97
10/22/14,20:00,N,9.11,22.00,22.00,17.00
10/22/14,21:00,N,8.00,10.33,13.93,12.42
10/22/14,22:00,N,10.00,6.24,12.00,5.24
10/22/14,23:00,N,15.11,4.00,7.73,2.59
10/22/14,24:00:00,N,9.11,3.59,7.00,2.59
10/23/14,1:00,N,9.31,5.00,32.85,2.10
10/23/14,2:00,N,8.00,3.00,30.00,2.10
10/23/14,3:00,N,8.11,2.61,30.00,2.03
10/23/14,4:00,N,8.00,2.00,30.00,2.10
10/23/14,5:00,N,5.00,2.61,30.00,2.10
10/23/14,6:00,N,10.03,7.72,30.00,2.10
10/23/14,7:00,N,5.87,8.61,10.50,8.31
10/23/14,8:00,N,6.61,4.32,10.50,4.70
10/23/14,9:00,N,8.61,3.16,11.31,10.56
10/23/14,10:00,N,8.61,4.45,11.50,8.50
10/23/14,11:00,N,7.83,5.75,12.17,1.00
10/23/14,12:00,N,15.34,6.88,12.00,1.00
10/23/14,13:00,N,4.23,8.08,13.49,1.00
10/23/14,14:00,N,8.11,8.13,17.16,1.00
10/23/14,15:00,N,4.00,14.42,17.76,21.55
10/23/14,16:00,N,4.00,27.92,35.44,46.01
10/23/14,17:00,N,4.00,32.88,36.87,51.00
10/23/14,18:00,N,10.00,11.99,16.49,19.71
10/23/14,19:00,N,8.11,12.53,16.16,15.55
10/23/14,20:00,N,8.00,17.00,17.00,17.00
10/23/14,21:00,N,8.00,7.00,15.00,10.00
10/23/14,22:00,N,10.40,5.73,16.09,4.73
10/23/14,23:00,N,15.11,3.29,8.82,2.00
10/23/14,24:00:00,N,14.78,3.00,12.18,2.00
10/24/14,1:00,N,8.61,12.00,15.00,2.10
10/24/14,2:00,N,8.00,5.00,10.01,2.10
10/24/14,3:00,N,8.00,3.00,10.01,2.00
10/24/14,4:00,N,5.00,3.00,9.01,2.10
10/24/14,5:00,N,3.15,3.10,9.01,2.10
10/24/14,6:00,N,11.06,6.89,8.50,2.10
10/24/14,7:00,N,6.59,4.94,10.50,2.59
10/24/14,8:00,N,6.45,3.00,10.50,2.59
10/24/14,9:00,N,6.79,3.71,11.50,2.59
10/24/14,10:00,N,5.98,3.18,14.00,2.10
10/24/14,11:00,N,5.47,4.93,13.00,1.00
10/24/14,12:00,N,10.00,8.31,14.88,1.00
10/24/14,13:00,N,4.00,8.33,14.25,1.00
10/24/14,14:00,N,6.00,8.62,19.89,1.00
10/24/14,15:00,N,4.00,15.46,19.35,23.25
10/24/14,16:00,N,4.00,37.67,41.56,61.82
10/24/14,17:00,N,4.00,51.19,55.07,65.47
10/24/14,18:00,N,8.61,16.31,21.06,24.02
10/24/14,19:00,N,8.00,17.11,20.11,17.11
10/24/14,20:00,N,8.00,19.79,19.79,14.79
10/24/14,21:00,N,7.92,7.99,14.59,7.99
10/24/14,22:00,N,8.00,3.95,12.51,2.95
10/24/14,23:00,N,12.65,3.00,8.75,1.20
10/24/14,24:00:00,N,9.11,3.00,9.02,2.00
10/25/14,1:00,N,8.66,8.00,9.00,1.50
10/25/14,2:00,N,6.36,5.00,6.50,1.50
10/25/14,3:00,N,7.29,3.11,5.00,1.50
10/25/14,4:00,N,7.61,3.09,6.50,2.00
10/25/14,5:00,N,5.01,3.11,6.50,2.00
10/25/14,6:00,N,12.00,8.01,8.01,2.00
10/25/14,7:00,N,8.00,8.82,8.82,2.10
10/25/14,8:00,N,5.00,3.11,8.00,2.10
10/25/14,9:00,N,8.00,2.61,5.33,2.10
10/25/14,10:00,N,8.00,2.61,5.00,2.10
10/25/14,11:00,N,6.31,2.31,4.75,1.00
10/25/14,12:00,N,9.00,5.90,7.90,1.00
10/25/14,13:00,N,4.00,7.87,11.61,0.97
10/25/14,14:00,N,9.00,10.78,19.63,1.00
10/25/14,15:00,N,5.75,20.29,23.20,20.29
10/25/14,16:00,N,5.75,33.59,37.33,33.59
10/25/14,17:00,N,7.26,45.04,48.79,45.04
10/25/14,18:00,N,10.00,17.35,22.59,16.59
10/25/14,19:00,N,10.00,16.05,19.57,15.55
10/25/14,20:00,N,10.00,11.62,13.40,10.62
10/25/14,21:00,N,6.18,6.55,10.00,6.25
10/25/14,22:00,N,8.00,5.00,8.00,2.10
10/25/14,23:00,N,9.79,2.50,5.00,2.10
10/25/14,24:00:00,N,8.83,3.16,9.51,1.50
10/26/14,1:00,N,8.11,6.36,5.36,1.50
10/26/14,2:00,N,8.00,6.11,7.11,1.50
10/26/14,3:00,N,8.00,5.00,7.01,1.50
10/26/14,4:00,N,8.00,4.00,7.01,2.00
10/26/14,5:00,N,7.39,4.00,7.01,2.00
10/26/14,6:00,N,14.05,50.00,7.25,1.69
10/26/14,7:00,N,9.11,15.00,7.50,2.10
10/26/14,8:00,N,8.00,2.11,5.17,2.10
10/26/14,9:00,N,9.81,2.61,7.11,2.10
10/26/14,10:00,N,8.77,2.61,7.61,2.24
10/26/14,11:00,N,8.00,2.61,6.35,1.00
10/26/14,12:00,N,14.61,5.59,9.27,0.97
10/26/14,13:00,N,5.75,7.90,12.01,0.97
10/26/14,14:00,N,9.00,9.02,13.36,1.00
10/26/14,15:00,N,5.75,16.26,20.00,23.00
10/26/14,16:00,N,4.00,25.74,28.33,54.75
10/26/14,17:00,N,5.75,36.08,38.12,60.55
10/26/14,18:00,N,11.50,18.19,21.93,27.32
10/26/14,19:00,N,10.00,16.33,20.08,29.83
10/26/14,20:00,N,10.00,14.68,14.68,22.22
10/26/14,21:00,N,8.00,6.26,10.00,10.06
10/26/14,22:00,N,11.98,6.48,11.94,6.30
10/26/14,23:00,N,13.83,2.50,7.50,2.02
10/26/14,24:00:00,N,9.23,5.00,10.00,1.50
10/27/14,1:00,N,10.15,8.11,8.11,2.25
10/27/14,2:00,N,8.98,3.09,7.51,2.10
10/27/14,3:00,N,12.00,2.80,8.25,2.10
10/27/14,4:00,N,8.00,2.61,7.25,2.59
10/27/14,5:00,N,5.78,2.80,7.25,2.59
10/27/14,6:00,N,9.74,8.11,7.25,2.59
10/27/14,7:00,N,5.42,5.31,9.00,4.51
10/27/14,8:00,N,5.22,2.61,8.85,5.85
10/27/14,9:00,N,7.16,3.11,9.50,2.68
10/27/14,10:00,N,6.54,4.31,12.00,4.14
10/27/14,11:00,N,6.15,4.93,9.00,1.00
10/27/14,12:00,N,10.00,9.50,13.51,1.00
10/27/14,13:00,N,4.00,7.91,13.58,1.00
10/27/14,14:00,N,9.00,10.19,20.15,1.00
10/27/14,15:00,N,5.75,15.92,21.09,32.60
10/27/14,16:00,N,4.00,35.80,40.21,67.89
10/27/14,17:00,N,5.75,45.58,55.38,80.55
10/27/14,18:00,N,10.00,20.00,26.48,39.12
10/27/14,19:00,N,8.21,16.21,20.22,35.67
10/27/14,20:00,N,8.21,16.91,20.65,34.20
10/27/14,21:00,N,6.49,8.66,13.05,16.91
10/27/14,22:00,N,12.89,7.00,10.46,8.85
10/27/14,23:00,N,12.95,2.90,6.39,2.59
10/27/14,24:00:00,N,12.76,2.61,8.00,2.59
10/28/14,1:00,N,8.00,5.41,4.41,2.59
10/28/14,2:00,N,3.49,3.87,4.00,2.59
10/28/14,3:00,N,3.89,2.61,4.00,2.49
10/28/14,4:00,N,2.60,2.50,4.00,2.10
10/28/14,5:00,N,0.50,2.61,4.00,2.10
10/28/14,6:00,N,8.26,7.76,4.00,2.10
10/28/14,7:00,N,5.34,5.51,4.38,2.61
10/28/14,8:00,N,5.55,3.70,4.25,2.61
10/28/14,9:00,N,6.77,2.96,4.02,2.61
10/28/14,10:00,N,7.85,2.10,4.75,2.59
10/28/14,11:00,N,7.92,2.61,5.95,1.00
10/28/14,12:00,N,11.00,6.24,9.94,1.00
10/28/14,13:00,N,4.00,7.87,9.04,1.00
10/28/14,14:00,N,8.61,10.46,13.01,1.00
10/28/14,15:00,N,4.00,15.73,18.00,22.70
10/28/14,16:00,N,4.00,32.53,34.20,54.43
10/28/14,17:00,N,4.18,36.77,37.97,69.57
10/28/14,18:00,N,11.22,16.72,20.46,27.51
10/28/14,19:00,N,8.88,15.01,15.78,18.89
10/28/14,20:00,N,8.11,21.55,21.55,17.00
10/28/14,21:00,N,4.56,6.37,10.06,8.23
10/28/14,22:00,N,8.11,5.88,9.42,2.10
10/28/14,23:00,N,8.68,5.18,5.26,2.10
10/28/14,24:00:00,N,8.00,5.00,7.00,2.61
10/29/14,1:00,N,6.55,7.00,4.59,2.59
